,base_idx,Campsite,f_idx,f_site,f_ratio,j_idx,j_site,j_ratio,s_idx,s_site,s_ratio
9525,1905,鷺野之家,903,鷺野之家,100.0,903,鷺野之家,1.0,903,鷺野之家,1.0
9530,1906,星晴朗露營區,839,星晴朗露營區,100.0,839,星晴朗露營區,1.0,839,星晴朗露營區,1.0000000000000002
9535,1907,塘湖古道露營農場,889,塘湖古道露營農場停車場一,100.0,1907,塘湖古道露營農場,1.0,1907,塘湖古道露營農場,1.0
9540,1908,露營樂1號店,643,露營樂1號店 台南左鎮旗艦館 親子露營區,100.0,1908,露營樂1號店,1.0,1908,露營樂1號店,1.0000000000000002
9550,1910,那次嵐露營區,1604,那次嵐露營區,100.0,1604,那次嵐露營區,1.0,1604,那次嵐露營區,1.0000000000000002
9560,1912,荖濃有機農場露營區,706,荖濃有機農場露營區,100.0,706,荖濃有機農場露營區,1.0,706,荖濃有機農場露營區,1.0
9565,1913,雅悠露營區,1619,雅悠露營區,100.0,1619,雅悠露營區,1.0,1619,雅悠露營區,0.9999999999999998
9570,1914,泗高露棧,716,泗高露棧,100.0,716,泗高露棧,1.0,716,泗高露棧,0.9999999999999998
9575,1915,幸福城景觀露營區,933,幸福城景觀露營區,100.0,933,幸福城景觀露營區,1.0,933,幸福城景觀露營區,1.0
9580,1916,天際線茶園營地,934,天際線茶園營地,100.0,934,天際線茶園營地,1.0,934,天際線茶園營地,1.0000000000000002
9600,1920,斯揚莫那休閒莊園,965,斯揚莫那休閒莊園,100.0,965,斯揚莫那休閒莊園,1.0,965,斯揚莫那休閒莊園,1.0
9605,1921,哇吉散悠遊樂園露營區,1064,樂園露營區,100.0,1921,哇吉散悠遊樂園露營區,1.0,1921,哇吉散悠遊樂園露營區,1.0000000000000002
9610,1922,星霧宿露營區,943,星霧宿,100.0,1922,星霧宿露營區,1.0,1922,星霧宿露營區,1.0000000000000002
9615,1923,圓頂360,946,大同圓頂360(狩獵帳)全區禁帶寵物,100.0,1923,圓頂360,1.0,1923,圓頂360,0.9999999999999998
9620,1924,天梯露營區,929,天梯露營區,100.0,929,天梯露營區,1.0,929,天梯露營區,0.9999999999999998
9625,1925,夏諾營露營區,926,Syano夏諾營露營區,100.0,1925,夏諾營露營區,1.0,1925,夏諾營露營區,1.0000000000000002
9630,1926,雲端紅土咖啡露營區,938,雲端紅土咖啡露營區,100.0,938,雲端紅土咖啡露營區,1.0,938,雲端紅土咖啡露營區,1.0
9640,1928,宇世格爵露營區,973,宇世格爵露營區,100.0,973,宇世格爵露營區,1.0,973,宇世格爵露營區,1.0000000000000002
9645,1929,五葉松林休閒露營區,962,五葉松林休閒露營區,100.0,962,五葉松林休閒露營區,1.0,962,五葉松林休閒露營區,1.0
9655,1931,太平山森活趣渡假農場,975,太平山森活趣渡假農場,100.0,975,太平山森活趣渡假農場,1.0,975,太平山森活趣渡假農場,1.0
9661,1932,山谷樂生態露營園區,969,山谷樂生態園區民宿露營,87.5,969,山谷樂生態園區民宿露營,0.8,969,山谷樂生態園區民宿露營,0.8944271909999159
9675,1935,秘密基地露營區,412,鳳凰山日出湖秘密基地露營區,100.0,1935,秘密基地露營區,1.0,1935,秘密基地露營區,1.0000000000000002
9680,1936,原最露營區,951,原最露營區,100.0,951,原最露營區,1.0,951,原最露營區,1.0000000000000002
9685,1937,幸福瑪崙露營區,961,幸福瑪崙露營區,100.0,961,幸福瑪崙露營區,1.0,961,幸福瑪崙露營區,1.0000000000000002
9695,1939,森林露營區,322,三灣水漾森林露營區,100.0,1939,森林露營區,1.0,1939,森林露營區,0.9999999999999998
9696,1939,森林露營區,361,愛莉絲森林露營區,100.0,361,愛莉絲森林露營區,0.6666666666666666,361,愛莉絲森林露營區,0.816496580927726
9697,1939,森林露營區,365,彩虹森林露營區,100.0,365,彩虹森林露營區,0.6666666666666666,365,彩虹森林露營區,0.816496580927726
9698,1939,森林露營區,379,武界雲窩森林露營區,100.0,847,小森林露營區,0.6666666666666666,847,小森林露營區,0.816496580927726
9699,1939,森林露營區,396,愛聚時光森林露營區,100.0,1777,晴空森林露營區,0.6666666666666666,1777,晴空森林露營區,0.816496580927726
9700,1940,花蓮海洋露營區,1366,花蓮海洋露營區,100.0,1366,花蓮海洋露營區,1.0,1366,花蓮海洋露營區,1.0000000000000002
9705,1941,悠悠太魯閣露營區,1367,花蓮悠悠太魯閣露營區,100.0,1941,悠悠太魯閣露營區,1.0,1941,悠悠太魯閣露營區,1.0000000000000002
9710,1942,Ocean Chill 海憩露營區,1369,Ocean Chill 海憩露營區,100.0,1369,Ocean Chill 海憩露營區,1.0,1369,Ocean Chill 海憩露營區,1.0
9715,1943,初鹿椰子林,752,初鹿椰子林露營區,100.0,1943,初鹿椰子林,1.0,1943,初鹿椰子林,1.0000000000000002
